"AccountScore","Account Id","BillingState","CloseDate","Division","Industry","Ownership","Rating","StartDate","Type","CLV"
"F",5548,"Texas","2015-02-19","Standard Mounts","Banking","Public","Cold","2014-11-24","Customer",19200
"D",43839,"Boston","2015-05-16","Standard Materials","Shipping","Public","Cold","2015-04-12","Customer",20160
"F",3310,"Texas","2015-01-05","Compliance","Manufacturing","Private","Hot","2014-10-21","Customer",20640
"G",2175,"Texas","2014-06-04","Compliance","Consulting","Public","Hot","2014-03-06","Customer",20640
"J",42877,"Texas","2014-04-21","Standard Materials","Apparel","Public","Hot","2014-03-18","Customer",21160
"D",43043,"Texas","2015-03-16","Standard Materials","Retail","Public","Cold","2015-02-19","Customer",20160
"D",17855,"Texas","2014-11-13","Ground Vehicle","Banking","Private","Cold","2014-09-01","Customer",20200
"B",2360,"New York","2015-03-16","Compliance","Banking","Private","Warm","2015-01-03","Consulting",23220
"M",6172,"Texas","2015-11-30","Standard Mounts","Shipping","Private","Warm","2015-09-17","Customer",19200
"B",19127,"Texas","2015-04-03","Miniaturized Parts","Retail","Private","Hot","2015-01-05","Competitor",18890
"B",1280,"Boston","2015-06-23","Compliance","Retail","Public","Warm","2015-04-10","Consulting",18640
"D",24753,"New York","2015-08-29","Frames","Banking","Private","Hot","2015-07-09","Competitor",18680
"C",13753,"Texas","2014-07-20","Ground Vehicle","Apparel","Public","Hot","2014-05-19","Customer",23200
"G",2677,"Texas","2015-01-08","Compliance","Biotechnology","Private","Hot","2014-11-17","Competitor",19640
"G",40853,"California","2015-11-01","Standard Materials","Apparel","Public","Cold","2015-10-13","Customer",19160
"B",15466,"Texas","2015-04-06","Ground Vehicle","Banking","Private","Cold","2015-01-24","Customer",19200
"M",50478,"Texas","2016-03-09","Standard Hardware","Shipping","Private","Warm","2015-12-21","Customer",25230
"F",963,"Texas","2014-09-01","Naval","Manufacturing","Private","Hot","2014-06-19","Customer",21180
"A",5855,"Texas","2015-06-23","Standard Mounts","Shipping","Private","Hot","2015-05-09","Customer",16060
"E",8516,"Texas","2014-12-01","Mapping","Hospitality","Private","Hot","2014-10-17","Competitor",19060
"B",16727,"California","2014-11-20","Ground Vehicle","Retail","Private","Cold","2014-10-03","Customer",19200
"B",49007,"Texas","2015-07-01","Standard Hardware","Shipping","Private","Cold","2015-05-19","Customer",16230
"A",22514,"New York","2016-01-16","Engine Parts","Manufacturing","Public","Hot","2015-12-16","Customer",23160
"A",42900,"New York","2015-08-23","Standard Materials","Apparel","Public","Hot","2015-07-21","Competitor",19160
"F",3277,"Texas","2014-07-03","Compliance","Manufacturing","Private","Hot","2014-04-04","Customer",22220
"F",10639,"Texas","2016-01-19","Ground Vehicle","Banking","Public","Cold","2015-11-15","Customer",21200
"H",49481,"New York","2015-06-18","Standard Hardware","Retail","Public","Cold","2015-04-18","Partner",18230
"I",9665,"New York","2014-10-19","Ground Vehicle","Retail","Public","Hot","2014-08-17","Customer",18680
"E",12274,"Texas","2014-10-04","Ground Vehicle","Hospitality","Private","Warm","2014-08-04","Customer",19680
"A",41512,"California","2015-12-15","Standard Materials","Banking","Public","Cold","2015-11-17","Customer",19160
"A",40870,"Texas","2014-09-14","Standard Materials","Apparel","Public","Cold","2014-08-14","Customer",19160
"F",5896,"Texas","2015-08-22","Standard Mounts","Apparel","Private","Hot","2015-06-03","Competitor",24200
"F",14144,"Texas","2015-08-21","Ground Vehicle","Retail","Private","Hot","2015-06-15","Competitor",19200
"A",16017,"Texas","2014-08-13","Ground Vehicle","Apparel","Public","Hot","2014-06-19","Customer",19200
"B",18289,"New York","2014-07-21","Miniaturized Parts","Technology","Public","Hot","2014-05-01","Customer",19890
"K",6648,"Texas","2014-07-01","Mapping","Retail","Private","Warm","2014-05-13","Consulting",20700
"F",12735,"New York","2014-11-28","Ground Vehicle","Banking","Public","Hot","2014-09-18","Customer",19200
"F",5337,"California","2015-01-24","Standard Mounts","Technology","Private","Hot","2014-11-02","Customer",19630
"A",22222,"New York","2015-08-18","Engine Parts","Apparel","Public","Hot","2015-07-11","Competitor",20640
"F",8092,"Texas","2015-11-09","Mapping","Manufacturing","Public","Hot","2015-08-22","Customer",22700
"F",17210,"Texas","2015-08-16","Ground Vehicle","Hospitality","Private","Cold","2015-06-10","Customer",19200
"H",53755,"Boston","2014-04-05","Navigation","Shipping","Public","Cold","2014-03-03","Customer",19640
"B",12097,"Texas","2014-11-01","Ground Vehicle","Hospitality","Private","Cold","2014-08-23","Customer",19200
"B",521,"New York","2015-08-04","Naval","Technology","Public","Hot","2015-05-27","Competitor",18880
"H",42954,"Boston","2015-06-30","Standard Materials","Shipping","Public","Cold","2015-05-30","Customer",20160
"F",50502,"Texas","2015-10-10","Standard Hardware","Shipping","Private","Cold","2015-08-08","Customer",27230
"I",53824,"California","2014-10-21","Navigation","Retail","Public","Cold","2014-09-24","Reseller",19640
"E",43242,"Texas","2015-04-15","Standard Materials","Consulting","Public","Cold","2015-03-13","Partner",20160
"F",24050,"California","2014-05-04","Frames","Hospitality","Public","Hot","2014-02-07","Customer",20910
"B",14891,"Texas","2015-07-31","Ground Vehicle","Hospitality","Private","Warm","2015-05-18","Customer",19200
"B",16901,"Texas","2014-03-30","Ground Vehicle","Consulting","Public","Cold","2014-01-13","Consulting",18680
"B",50961,"Texas","2015-12-23","Standard Hardware","Retail","Private","Cold","2015-10-08","Consulting",22230
"A",8820,"California","2015-08-11","Ground Vehicle","Technology","Public","Hot","2015-06-24","Customer",21200
"F",8119,"New York","2014-05-31","Mapping","Manufacturing","Public","Hot","2014-04-02","Customer",20700
"H",9070,"Texas","2015-09-22","Ground Vehicle","Apparel","Private","Hot","2015-07-23","Customer",18680
"B",2417,"Texas","2014-07-02","Compliance","Banking","Private","Warm","2014-05-01","Consulting",22640
"B",16632,"California","2016-01-17","Ground Vehicle","Retail","Private","Warm","2015-12-01","Consulting",19200
"I",9631,"California","2015-01-23","Ground Vehicle","Retail","Public","Hot","2014-11-23","Customer",20200
"I",21653,"California","2014-09-21","Engine Parts","Retail","Public","Cold","2014-08-23","Customer",21160
"F",12144,"New York","2016-01-17","Ground Vehicle","Hospitality","Private","Cold","2015-11-11","Customer",19200
"B",48568,"Texas","2015-03-07","Standard Hardware","Retail","Public","Warm","2014-12-07","Partner",20230
"F",11184,"Texas","2015-10-11","Ground Vehicle","Apparel","Private","Hot","2015-07-18","Customer",22200
"C",6712,"Texas","2014-07-16","Mapping","Consulting","Private","Hot","2014-05-14","Customer",19060
"F",17438,"Texas","2015-05-14","Ground Vehicle","Hospitality","Public","Warm","2015-02-24","Customer",19200
"G",19339,"New York","2014-06-26","Miniaturized Parts","Technology","Public","Hot","2014-05-25","Competitor",17890
"B",10336,"Texas","2015-02-19","Ground Vehicle","Hospitality","Private","Warm","2014-12-13","Customer",19200
"A",15031,"Texas","2015-05-15","Ground Vehicle","Hospitality","Private","Warm","2015-03-28","Customer",19200
"I",19138,"New York","2014-07-05","Miniaturized Parts","Retail","Public","Hot","2014-05-18","Competitor",17890
"C",22230,"Texas","2014-07-08","Engine Parts","Apparel","Public","Hot","2014-06-02","Competitor",19640
"B",52568,"Texas","2015-07-13","Raw Materials","Consulting","Private","Hot","2015-04-14","Customer",38120
"C",43545,"Boston","2015-08-30","Standard Materials","Manufacturing","Public","Cold","2015-07-23","Customer",19160
"J",16279,"Texas","2015-04-09","Ground Vehicle","Apparel","Private","Hot","2015-02-11","Competitor",20200
"B",48340,"Texas","2016-02-18","Standard Hardware","Apparel","Public","Hot","2015-12-10","Partner",17230
"H",53973,"Texas","2015-01-04","Navigation","Biotechnology","Public","Warm","2014-12-08","Customer",19290
"F",8799,"California","2014-08-19","Ground Vehicle","Technology","Private","Hot","2014-06-14","Customer",19200
"B",50130,"New York","2014-09-11","Standard Hardware","Retail","Public","Warm","2014-06-21","Consulting",14230
"G",29,"New York","2015-09-18","Naval","Technology","Public","Hot","2015-07-25","Customer",23880
"J",54654,"Boston","2015-04-05","Navigation","Manufacturing","Public","Hot","2015-03-03","Customer",19640
"E",41410,"New York","2014-03-14","Standard Materials","Hospitality","Public","Warm","2014-02-03","Customer",19640
"C",14190,"New York","2015-09-15","Ground Vehicle","Retail","Public","Hot","2015-07-21","Competitor",20200
"E",51852,"Texas","2015-05-13","Raw Materials","Consulting","Public","Hot","2015-03-15","Customer",15120
"F",48426,"Texas","2015-03-30","Standard Hardware","Apparel","Private","Hot","2015-01-09","Partner",9230
"B",18608,"Texas","2014-09-20","Miniaturized Parts","Manufacturing","Public","Hot","2014-07-02","Customer",21890
"D",16457,"California","2015-08-15","Ground Vehicle","Shipping","Public","Cold","2015-06-22","Customer",19200
"B",51209,"Texas","2016-01-04","Standard Hardware","Shipping","Private","Cold","2015-10-21","Consulting",20230
"B",52289,"California","2016-01-04","Raw Materials","Hospitality","Public","Hot","2015-10-12","Competitor",13120
"E",42260,"Texas","2015-04-27","Standard Materials","Consulting","Public","Cold","2015-03-21","Customer",20160
"E",6834,"New York","2014-04-23","Mapping","Hospitality","Public","Hot","2014-03-02","Customer",22060
"H",2709,"Texas","2014-03-07","Compliance","Apparel","Private","Cold","2014-01-03","Consulting",21220
"F",8793,"New York","2015-01-12","Ground Vehicle","Technology","Public","Hot","2014-10-30","Customer",27680
"B",48523,"Texas","2014-06-12","Standard Hardware","Shipping","Public","Hot","2014-03-19","Customer",16230
"B",4109,"Texas","2015-11-25","Compliance","Shipping","Public","Hot","2015-09-18","Customer",17640
"A",48929,"Texas","2015-09-28","Standard Hardware","Shipping","Public","Cold","2015-07-30","Customer",16230
"D",41954,"Boston","2015-09-30","Standard Materials","Shipping","Public","Cold","2015-08-27","Customer",19160
"B",14136,"New York","2015-10-20","Ground Vehicle","Retail","Private","Cold","2015-08-03","Customer",19200
"C",12338,"Texas","2015-04-06","Ground Vehicle","Hospitality","Public","Warm","2015-02-17","Customer",19200
"G",1006,"New York","2014-07-22","Compliance","Technology","Public","Hot","2014-05-21","Consulting",20220
"C",42447,"Boston","2014-08-21","Standard Materials","Banking","Public","Cold","2014-07-26","Customer",19160
"F",24215,"California","2015-03-06","Frames","Technology","Public","Hot","2014-12-26","Customer",28910
"B",17101,"Boston","2015-07-12","Ground Vehicle","Consulting","Private","Hot","2015-05-02","Customer",20200
"C",42908,"Texas","2014-03-27","Standard Materials","Apparel","Public","Hot","2014-02-24","Customer",20160
"E",6365,"Texas","2015-09-28","Standard Mounts","Consulting","Private","Hot","2015-08-08","Customer",19200
"A",12400,"California","2015-12-20","Ground Vehicle","Hospitality","Private","Hot","2015-11-06","Customer",21200
"G",42779,"Texas","2014-06-08","Standard Materials","Biotechnology","Public","Warm","2014-05-09","Competitor",19160
"B",19079,"Texas","2015-10-13","Miniaturized Parts","Apparel","Public","Hot","2015-07-21","Competitor",20890
"A",44484,"Boston","2014-11-07","Standard Materials","Banking","Public","Cold","2014-10-07","Customer",20160
"D",44404,"New York","2014-10-23","Standard Materials","Banking","Public","Cold","2014-09-25","Customer",20160
"F",10707,"New York","2014-11-28","Ground Vehicle","Banking","Private","Warm","2014-09-14","Consulting",20680
"B",17658,"Texas","2016-02-27","Ground Vehicle","Hospitality","Public","Warm","2015-12-08","Customer",20200
"E",42193,"Texas","2014-08-11","Standard Materials","Consulting","Public","Cold","2014-07-05","Partner",20160
"A",21452,"California","2014-10-04","Engine Parts","Hospitality","Public","Hot","2014-08-28","Customer",23160
"F",25164,"Texas","2015-05-09","Frames","Manufacturing","Public","Hot","2015-02-27","Customer",19910
"A",43516,"Boston","2015-03-27","Standard Materials","Manufacturing","Public","Hot","2015-02-24","Reseller",19160
"A",8498,"California","2014-11-13","Mapping","Hospitality","Public","Hot","2014-10-03","Competitor",18060
"A",14002,"New York","2015-11-08","Ground Vehicle","Shipping","Private","Hot","2015-09-25","Competitor",19680
"B",9352,"California","2015-05-24","Ground Vehicle","Retail","Private","Cold","2015-03-11","Customer",19200
"F",10177,"New York","2015-10-21","Ground Vehicle","Hospitality","Public","Warm","2015-08-14","Customer",19200
"J",43897,"Texas","2015-11-13","Standard Materials","Retail","Public","Cold","2015-10-07","Customer",20160
"F",12924,"New York","2014-04-24","Ground Vehicle","Banking","Private","Warm","2014-02-12","Customer",18680
"B",2851,"New York","2014-08-23","Compliance","Retail","Private","Warm","2014-06-06","Consulting",19640
"C",21800,"New York","2014-12-23","Engine Parts","Hospitality","Public","Cold","2014-11-07","Customer",24160
"B",14367,"California","2015-09-28","Ground Vehicle","Retail","Public","Warm","2015-07-17","Customer",19200
"F",18918,"New York","2014-06-21","Miniaturized Parts","Banking","Public","Hot","2014-04-29","Consulting",22890
"A",954,"California","2014-07-29","Naval","Manufacturing","Private","Hot","2014-06-04","Customer",18180
"E",3758,"California","2014-10-22","Compliance","Hospitality","Private","Warm","2014-08-30","Consulting",20640
"I",11689,"California","2015-07-05","Ground Vehicle","Retail","Public","Warm","2015-05-10","Consulting",19200
"A",52391,"Boston","2015-02-23","Raw Materials","Shipping","Private","Hot","2014-12-16","Customer",21120
"A",17941,"Boston","2015-02-12","Ground Vehicle","Banking","Public","Cold","2014-12-11","Customer",21090
"B",49216,"Texas","2015-01-05","Standard Hardware","Shipping","Private","Hot","2014-10-20","Customer",14230
"B",7053,"Texas","2014-03-26","Mapping","Manufacturing","Private","Hot","2014-01-03","Customer",17700
"B",14956,"California","2015-12-03","Ground Vehicle","Hospitality","Private","Hot","2015-09-28","Competitor",21680
"F",7199,"New York","2015-09-16","Mapping","Apparel","Public","Hot","2015-07-06","Customer",25060
"A",142,"California","2015-11-26","Naval","Hospitality","Public","Warm","2015-10-10","Consulting",33180
"D",43478,"Texas","2015-01-04","Standard Materials","Banking","Public","Cold","2014-12-06","Customer",19160
"C",23966,"New York","2015-09-30","Frames","Shipping","Public","Hot","2015-08-15","Customer",19330
"D",19255,"Boston","2015-07-20","Miniaturized Parts","Banking","Private","Hot","2015-05-14","Competitor",20090
"C",44311,"Texas","2014-09-28","Standard Materials","Banking","Public","Cold","2014-08-25","Customer",20160
"B",18807,"Texas","2015-12-17","Miniaturized Parts","Consulting","Private","Hot","2015-10-01","Customer",20890
"A",41341,"California","2014-08-24","Standard Materials","Hospitality","Public","Cold","2014-07-29","Reseller",19160
"F",24600,"New York","2015-06-14","Frames","Retail","Private","Hot","2015-03-26","Competitor",20910
"F",13309,"New York","2015-09-15","Ground Vehicle","Technology","Public","Warm","2015-07-04","Consulting",18680
"C",50109,"New York","2014-07-04","Standard Hardware","Retail","Public","Warm","2014-05-07","Consulting",22230
"D",11104,"Texas","2015-02-12","Ground Vehicle","Biotechnology","Private","Hot","2014-12-10","Competitor",21200
"A",21634,"Texas","2015-03-30","Engine Parts","Shipping","Public","Cold","2015-03-01","Customer",20640
"A",21917,"California","2015-11-18","Engine Parts","Shipping","Public","Cold","2015-10-27","Customer",19640
"B",18,"Texas","2014-05-06","Naval","Technology","Public","Hot","2014-02-07","Customer",20180
"E",21586,"New York","2014-07-24","Engine Parts","Apparel","Public","Hot","2014-06-28","Customer",20640
"B",5970,"New York","2014-10-02","Standard Mounts","Retail","Public","Cold","2014-08-09","Customer",18060
"B",8247,"Boston","2015-11-10","Mapping","Biotechnology","Private","Hot","2015-08-12","Competitor",18700
"B",51276,"Texas","2014-11-28","Standard Hardware","Shipping","Private","Cold","2014-09-09","Customer",23230
"B",24580,"Texas","2016-02-04","Frames","Shipping","Private","Hot","2015-12-29","Competitor",19330
"B",12026,"Texas","2015-04-20","Ground Vehicle","Consulting","Public","Hot","2015-01-28","Customer",25200
"B",51360,"California","2015-02-22","Raw Materials","Technology","Public","Hot","2014-12-17","Customer",20120
"C",3599,"California","2014-04-27","Compliance","Retail","Public","Warm","2014-03-07","Consulting",17220
"D",52483,"Texas","2014-04-07","Raw Materials","Biotechnology","Public","Hot","2014-01-16","Competitor",20120
"D",53825,"Texas","2015-03-13","Navigation","Retail","Public","Cold","2015-02-18","Customer",20640
"A",17063,"Boston","2015-12-04","Ground Vehicle","Consulting","Private","Hot","2015-10-14","Customer",19200
"G",40833,"Texas","2015-04-12","Standard Materials","Biotechnology","Public","Warm","2015-03-07","Customer",24160
"A",54622,"Texas","2015-11-09","Navigation","Manufacturing","Public","Cold","2015-10-16","Customer",19640
"B",16857,"California","2014-06-18","Ground Vehicle","Retail","Public","Hot","2014-04-09","Competitor",19680
"D",43658,"Texas","2016-01-09","Standard Materials","Biotechnology","Public","Warm","2015-11-27","Customer",20160
"H",21273,"New York","2015-12-08","Engine Parts","Apparel","Public","Cold","2015-11-03","Customer",18640
"D",25118,"New York","2014-03-05","Frames","Banking","Private","Hot","2014-01-03","Competitor",20680
"B",6100,"Texas","2014-07-16","Standard Mounts","Hospitality","Private","Warm","2014-04-27","Customer",20200
"B",50540,"Texas","2014-11-29","Standard Hardware","Shipping","Public","Cold","2014-09-20","Customer",5230
"B",12766,"Texas","2015-04-24","Ground Vehicle","Banking","Public","Cold","2015-01-24","Customer",21680
"E",44043,"Texas","2014-04-04","Standard Materials","Consulting","Public","Cold","2014-02-28","Customer",20160
"F",16084,"California","2014-10-27","Ground Vehicle","Apparel","Private","Hot","2014-08-15","Customer",19200
"B",81,"Texas","2015-07-04","Naval","Shipping","Private","Hot","2015-04-18","Customer",17180
"B",326,"Texas","2016-02-15","Naval","Apparel","Private","Hot","2015-11-20","Customer",22180
"E",54588,"Texas","2014-09-11","Navigation","Hospitality","Public","Hot","2014-08-12","Competitor",19640
"A",25149,"Boston","2015-04-18","Frames","Manufacturing","Public","Hot","2015-02-24","Customer",19680
"C",50789,"Texas","2015-04-30","Standard Hardware","Retail","Private","Warm","2015-03-13","Consulting",45457
"B",49870,"Texas","2015-04-25","Standard Hardware","Apparel","Public","Cold","2015-01-25","Partner",16230
"H",9124,"California","2014-11-17","Ground Vehicle","Apparel","Private","Hot","2014-09-25","Customer",19200
"B",49063,"Texas","2015-04-28","Standard Hardware","Shipping","Private","Cold","2015-02-11","Customer",18230
"F",11900,"Texas","2015-02-21","Ground Vehicle","Consulting","Public","Cold","2014-12-12","Consulting",20200
"A",50162,"New York","2015-09-28","Standard Hardware","Retail","Public","Cold","2015-08-06","Consulting",17230
"D",7426,"New York","2014-08-08","Mapping","Banking","Private","Hot","2014-06-20","Customer",23060
"G",50826,"New York","2015-07-13","Standard Hardware","Retail","Public","Warm","2015-06-29","Consulting",11230
"B",5570,"Texas","2015-05-18","Standard Mounts","Manufacturing","Public","Hot","2015-03-08","Customer",23580
"J",42224,"Texas","2014-02-28","Standard Materials","Consulting","Public","Cold","2014-01-24","Customer",19160
"A",54455,"New York","2015-08-30","Navigation","Apparel","Public","Hot","2015-08-03","Competitor",19640
"B",49471,"New York","2015-12-10","Standard Hardware","Retail","Private","Cold","2015-10-17","Partner",18230
"I",16563,"Boston","2015-05-30","Ground Vehicle","Retail","Private","Warm","2015-04-09","Consulting",20200
"F",2799,"Texas","2014-05-25","Compliance","Retail","Public","Warm","2014-02-28","Consulting",44561
"F",48398,"Texas","2015-04-10","Standard Hardware","Apparel","Private","Hot","2015-01-19","Partner",31230
"B",10988,"California","2014-07-02","Ground Vehicle","Technology","Public","Cold","2014-04-15","Customer",19200
"G",16264,"New York","2015-11-29","Ground Vehicle","Apparel","Private","Hot","2015-10-02","Competitor",22200
"I",7738,"California","2014-08-18","Mapping","Retail","Public","Hot","2014-06-13","Competitor",33700
"B",23985,"New York","2014-12-23","Frames","Retail","Public","Warm","2014-10-08","Consulting",18680
"E",10027,"Texas","2015-02-02","Ground Vehicle","Hospitality","Public","Warm","2014-12-09","Customer",19200
"E",21371,"Texas","2014-03-08","Engine Parts","Consulting","Public","Cold","2014-02-05","Partner",21160
"G",3619,"Boston","2014-04-20","Compliance","Retail","Public","Warm","2014-02-15","Consulting",22220
"B",3598,"New York","2014-05-13","Compliance","Retail","Private","Warm","2014-02-14","Consulting",21640
"A",42720,"Texas","2015-05-11","Standard Materials","Shipping","Public","Cold","2015-04-18","Customer",19160
"B",1677,"Texas","2015-01-24","Compliance","Manufacturing","Public","Hot","2014-11-10","Customer",26640
"A",3368,"California","2015-03-19","Compliance","Technology","Public","Hot","2015-02-18","Competitor",19220
"D",43440,"Texas","2014-04-24","Standard Materials","Banking","Public","Cold","2014-03-19","Customer",19160
"F",13148,"Texas","2015-10-27","Ground Vehicle","Shipping","Public","Warm","2015-08-15","Customer",19200
"C",43369,"Boston","2015-07-13","Standard Materials","Banking","Public","Cold","2015-06-09","Customer",19160
"C",21713,"Texas","2014-12-16","Engine Parts","Consulting","Public","Cold","2014-11-11","Customer",20640
"J",21741,"Texas","2016-01-08","Engine Parts","Consulting","Public","Cold","2015-11-28","Partner",20640
"F",14052,"California","2015-11-20","Ground Vehicle","Retail","Private","Cold","2015-09-13","Customer",19200
"B",52237,"Texas","2014-10-28","Raw Materials","Consulting","Public","Hot","2014-08-09","Customer",28120
"F",50421,"Boston","2014-06-08","Standard Hardware","Shipping","Private","Cold","2014-03-10","Customer",34230
"E",10311,"Texas","2015-02-19","Ground Vehicle","Hospitality","Private","Warm","2014-12-29","Customer",19200
"D",64,"California","2015-04-10","Naval","Biotechnology","Private","Hot","2015-02-22","Customer",19180
"C",10846,"Texas","2015-09-09","Ground Vehicle","Manufacturing","Private","Hot","2015-07-10","Customer",19680
"J",41254,"Texas","2014-10-12","Standard Materials","Consulting","Public","Cold","2014-09-09","Customer",20160
"E",17691,"Boston","2014-12-15","Ground Vehicle","Hospitality","Private","Warm","2014-10-16","Customer",19200
"I",54318,"California","2014-12-29","Navigation","Retail","Public","Cold","2014-12-06","Customer",20640
"I",5963,"California","2014-06-30","Standard Mounts","Retail","Private","Cold","2014-05-13","Customer",19200
"F",961,"New York","2015-12-28","Naval","Manufacturing","Public","Hot","2015-10-21","Customer",20180
"B",6001,"New York","2015-04-13","Standard Mounts","Retail","Public","Cold","2015-02-06","Customer",19200
"D",53791,"Texas","2015-03-06","Navigation","Retail","Public","Cold","2015-02-11","Customer",18640
"B",12121,"Texas","2014-12-28","Ground Vehicle","Hospitality","Public","Cold","2014-10-21","Customer",19200
"G",24355,"Boston","2016-01-01","Frames","Banking","Private","Hot","2015-10-25","Customer",19680
"F",50374,"California","2014-07-29","Standard Hardware","Hospitality","Private","Warm","2014-05-13","Partner",18230
"G",16446,"Texas","2015-02-02","Ground Vehicle","Shipping","Public","Cold","2014-11-20","Consulting",19680
"B",48377,"Texas","2016-03-14","Standard Hardware","Apparel","Public","Hot","2015-12-15","Partner",18230
"G",8421,"Texas","2015-04-18","Mapping","Consulting","Public","Hot","2015-01-28","Customer",18700
"D",24920,"Texas","2014-09-29","Frames","Biotechnology","Private","Hot","2014-08-06","Competitor",19680
"B",793,"Texas","2015-10-16","Naval","Biotechnology","Public","Hot","2015-07-20","Competitor",21180
"A",53763,"California","2015-09-21","Navigation","Shipping","Public","Cold","2015-08-29","Customer",20640
"B",10296,"Boston","2014-03-29","Ground Vehicle","Hospitality","Private","Warm","2014-01-17","Customer",19200
"H",40887,"Texas","2015-12-03","Standard Materials","Apparel","Public","Cold","2015-11-01","Customer",19160
"A",15780,"California","2015-11-22","Ground Vehicle","Technology","Public","Hot","2015-09-28","Competitor",28680
"F",13,"California","2015-08-23","Naval","Technology","Private","Hot","2015-06-08","Customer",17180
"B",11960,"Texas","2014-12-30","Ground Vehicle","Consulting","Private","Hot","2014-10-16","Customer",20680
"A",49818,"Texas","2014-05-25","Standard Hardware","Shipping","Private","Cold","2014-04-06","Customer",16230
"F",493,"Texas","2016-02-25","Naval","Shipping","Public","Hot","2015-12-05","Customer",20880
"C",10655,"Texas","2015-01-06","Ground Vehicle","Banking","Private","Cold","2014-11-03","Customer",19200
"B",7658,"Texas","2016-02-21","Mapping","Biotechnology","Private","Hot","2015-11-23","Competitor",22700
"F",52577,"Texas","2014-08-07","Raw Materials","Consulting","Private","Hot","2014-06-02","Competitor",24890
"A",21776,"California","2015-04-03","Engine Parts","Hospitality","Public","Hot","2015-02-22","Reseller",21640
"A",54471,"Boston","2015-06-11","Navigation","Shipping","Public","Cold","2015-05-11","Customer",20640
"B",49176,"Texas","2014-12-01","Standard Hardware","Apparel","Public","Hot","2014-09-15","Partner",13230
"E",54594,"Texas","2014-04-01","Navigation","Hospitality","Public","Cold","2014-02-26","Customer",19640
"A",10861,"Boston","2014-04-19","Ground Vehicle","Manufacturing","Public","Hot","2014-02-21","Customer",25200
"A",12255,"California","2014-05-14","Ground Vehicle","Hospitality","Public","Cold","2014-03-11","Customer",19200
"E",42390,"Texas","2015-04-23","Standard Materials","Hospitality","Public","Hot","2015-03-18","Customer",19160
"A",48915,"New York","2015-03-01","Standard Hardware","Shipping","Private","Cold","2015-01-10","Consulting",27230
"C",19604,"New York","2014-05-02","Miniaturized Parts","Banking","Public","Hot","2014-04-06","Competitor",19890
"F",14809,"New York","2014-07-23","Ground Vehicle","Hospitality","Public","Warm","2014-05-18","Consulting",21200
"F",137,"Boston","2015-02-21","Naval","Hospitality","Private","Warm","2014-12-16","Consulting",24180
"B",12991,"Texas","2014-08-23","Ground Vehicle","Manufacturing","Private","Hot","2014-05-26","Customer",21910
"A",44351,"Boston","2015-12-11","Standard Materials","Banking","Public","Cold","2015-11-11","Customer",19160
"F",718,"New York","2015-09-10","Naval","Manufacturing","Public","Hot","2015-07-10","Customer",15180
"C",16516,"California","2014-04-11","Ground Vehicle","Retail","Private","Cold","2014-02-01","Customer",19200
"F",722,"Texas","2014-11-02","Naval","Manufacturing","Public","Hot","2014-08-04","Customer",17880
"D",16379,"California","2014-06-22","Ground Vehicle","Shipping","Private","Hot","2014-04-24","Competitor",21910
"K",11098,"Texas","2015-08-24","Ground Vehicle","Biotechnology","Private","Hot","2015-07-10","Competitor",20200
"D",53835,"Texas","2015-11-15","Navigation","Retail","Public","Cold","2015-10-21","Customer",19640
"A",41274,"Texas","2015-08-22","Standard Materials","Consulting","Public","Cold","2015-07-25","Partner",20640
"C",11817,"California","2015-08-13","Ground Vehicle","Retail","Private","Hot","2015-06-20","Customer",19200
"B",3512,"New York","2014-12-20","Compliance","Apparel","Private","Hot","2014-10-28","Customer",29220
"F",8081,"Texas","2016-02-25","Mapping","Manufacturing","Public","Hot","2015-12-07","Customer",19060
"B",14858,"Texas","2015-12-12","Ground Vehicle","Hospitality","Private","Warm","2015-09-29","Customer",19200
"H",12021,"Texas","2015-06-18","Ground Vehicle","Consulting","Private","Hot","2015-04-24","Customer",20200
"A",42957,"Boston","2015-12-09","Standard Materials","Shipping","Public","Cold","2015-11-05","Customer",19160
"F",16653,"California","2015-03-15","Ground Vehicle","Retail","Public","Cold","2015-01-03","Customer",19200
"A",42318,"California","2015-01-31","Standard Materials","Hospitality","Public","Cold","2014-12-23","Customer",19160
"B",10598,"Boston","2014-05-27","Ground Vehicle","Banking","Public","Hot","2014-03-21","Customer",20200
"E",52618,"Boston","2015-07-06","Raw Materials","Hospitality","Private","Hot","2015-05-09","Competitor",38120
"A",9227,"New York","2015-04-29","Ground Vehicle","Shipping","Public","Hot","2015-02-25","Customer",19680
"D",3465,"Texas","2015-03-26","Compliance","Biotechnology","Public","Hot","2015-01-21","Competitor",19640
"B",23909,"Texas","2014-09-09","Frames","Biotechnology","Public","Hot","2014-06-23","Customer",18910
"B",17459,"California","2016-02-21","Ground Vehicle","Hospitality","Private","Warm","2015-12-01","Customer",19200
"B",14743,"California","2015-12-01","Ground Vehicle","Hospitality","Public","Warm","2015-09-02","Consulting",27200
"A",24855,"New York","2014-06-25","Frames","Shipping","Public","Hot","2014-05-04","Customer",21680
"B",7451,"Texas","2014-04-20","Mapping","Manufacturing","Private","Hot","2014-02-20","Customer",20700
"A",53992,"New York","2014-08-24","Navigation","Apparel","Public","Hot","2014-08-02","Customer",20640
