Product,Region,Vertical,Close Date,Distributor,Discount Level,Margin
Wheel Bearings,Latin America,Banking,10/1/15,Nokemi,Gold,30
Brakes,South East Asia,Manufacturing,1/1/15,Nokemi,Gold,94
Brakes,South East Asia,Manufacturing,4/1/15,Nokemi,Gold,12
Wheel Bearings,Japan,Automotive,10/1/15,DIMAGO,Gold,100
Wheel Bearings,Western United States,Automotive,1/1/15,DIMAGO,Gold,97
Alternators,Japan,Automotive,4/1/15,DIMAGO,Gold,95
Alternators,Western United States,Automotive,7/1/15,DIMAGO,Silver,82
Ball Bearings,Japan,Automotive,10/1/15,DIMAGO,Silver,100
Ball Bearings,Western United States,Automotive,1/1/15,DIMAGO,Gold,128
Wheel Bearings,Japan,Automotive,4/1/15,DIMAGO,Silver,115
Wheel Bearings,Western United States,Automotive,7/1/15,DIMAGO,Gold,80
Ball Bearings,Japan,Automotive,10/1/15,DIMAGO,Silver,129
Ball Bearings,Western United States,Automotive,1/1/15,DIMAGO,Gold,138
Ball Bearings,Japan,Automotive,4/1/15,DIMAGO,Silver,104
Ball Bearings,Western United States,Automotive,7/1/15,DIMAGO,Gold,87
Wheel Bearings,Western United States,Automotive,10/1/15,DIMAGO,Gold,14
Brakes,Italy,Manufacturing,7/1/15,Nokemi,Gold,113
Wheel Bearings,Western United States,Consumer Products,10/1/15,Nokemi,Silver,0
Wheel Bearings,Western United States,Banking,1/1/15,Nokemi,Silver,12
Brakes,Western United States,Wholesale Distribution,4/1/15,Nokemi,Gold,4
Rotor Screws,Western United States,Wholesale Distribution,7/1/15,Nokemi,Silver,7
Wheel Bearings,Western United States,Banking,10/1/15,Nokemi,Silver,0
Rotor Screws,United Kingdom,Banking,10/1/15,BERLIN & DRIVE,Gold,108
Wheel Bearings,United Kingdom,Banking,1/1/15,Nokemi,Gold,5
Wheel Bearings,United Kingdom,Banking,4/1/15,Nokemi,Silver,91
Ball Bearings,Western United States,Wholesale Distribution,7/1/15,Nokemi,Silver,7
Brakes,Western United States,Industrial Machinery and Components,10/1/15,Nokemi,Silver,10
Wheel Bearings,Western United States,Consumer Products,1/1/15,Nokemi,Gold,8
Wheel Bearings,Western United States,Consumer Products,1/1/15,Nisizu,Gold,10
Ball Bearings,Western United States,Consumer Products,4/1/15,Nisizu,Gold,5
Wheel Bearings,Western United States,Consumer Products,4/1/15,Nokemi,Gold,3
Wheel Bearings,Western United States,Chemicals,7/1/15,Nokemi,Gold,83
Brakes,Western United States,Media,10/1/15,Nokemi,Gold,7
Alternators,Latin America,Banking,7/1/15,Nisizu,Gold,19
Wheel Bearings,Latin America,Banking,10/1/15,Nisizu,Silver,2
Alternators,Latin America,Banking,1/1/15,Nisizu,Silver,16
Belt drives,Latin America,Banking,4/1/15,Nisizu,Gold,110
Belt drives,Latin America,Banking,1/1/15,Nokemi,Silver,116
Ball Bearings,Western United States,Media,7/1/15,Nisizu,Gold,13
Ball Bearings,Japan,Consumer Products,7/1/15,APPLIC IND,Gold,88
Ball Bearings,Western United States,Consumer Products,10/1/15,APPLIC IND,Gold,121
Ball Bearings,Western United States,Consumer Products,4/1/15,Nokemi,Gold,7
Wheel Bearings,Western United States,Consumer Products,1/1/15,DIMAGO,Gold,102
Ball Bearings,Japan,Consumer Products,7/1/15,Nokemi,Gold,89
Ball Bearings,Western United States,Consumer Products,10/1/15,Nokemi,Silver,114
Brake Pads,Western United States,Wholesale Distribution,1/1/15,Nokemi,Gold,10
Wiper Gears,Western United States,Wholesale Distribution,10/1/15,Nisizu,Gold,3
Alternators,Western United States,Wholesale Distribution,4/1/15,Nokemi,Gold,6
Ball Bearings,Western United States,High Tech,7/1/15,Nokemi,Gold,11
Ball Bearings,Western United States,High Tech,10/1/15,Nokemi,Gold,17
Planetary Gears,Western United States,High Tech,1/1/15,Nokemi,Gold,8
Belt drives,Western United States,High Tech,4/1/15,Nokemi,Gold,4
Alternators,Western United States,Chemicals,7/1/15,Nokemi,Gold,5
Ball Bearings,Western United States,Chemicals,10/1/15,Nokemi,Gold,8
Wheel Bearings,Western United States,Chemicals,1/1/15,Nokemi,Silver,12
Alternators,Western United States,Chemicals,4/1/15,Nokemi,Silver,102
Ball Bearings,Western United States,Chemicals,7/1/15,Nokemi,Gold,92
Wheel Bearings,Western United States,Industrial Machinery and Components,10/1/15,Nokemi,Gold,5
Wheel Bearings,Western United States,Wholesale Distribution,1/1/15,Nokemi,Gold,4
Wiper Gears,Western United States,Wholesale Distribution,1/1/15,BDINC,Silver,2
Wheel Bearings,Western United States,High Tech,4/1/15,Nokemi,Gold,30
Lift Supports,Western United States,High Tech,7/1/15,Nokemi,Gold,18
Alternators,Western United States,High Tech,1/1/15,Nisizu,Silver,87
Wiper Gears,Western United States,High Tech,4/1/15,BDINC,Gold,7
Planetary Gears,Western United States,High Tech,7/1/15,BDINC,Gold,1
Alternators,Western United States,Trucking,10/1/15,BDINC,Gold,4
Wheel Bearings,Western United States,Defense,10/1/15,Nokemi,Silver,19
Wheel Bearings,Western United States,Defense,1/1/15,Nokemi,Gold,10
Alternators,Western United States,Life Sciences,4/1/15,Nokemi,Gold,13
Brakes,Western United States,Life Sciences,7/1/15,Nokemi,Gold,4
Clutches,Western United States,Life Sciences,4/1/15,Nisizu,Gold,82
Wheel Bearings,United Kingdom,Consumer Products,10/1/15,Nokemi,Gold,22
Lift Supports,Germany,Insurance,1/1/15,Nokemi,Gold,9
Clutches,Germany,Insurance,4/1/15,Nokemi,Gold,31
Clutches,Germany,Insurance,7/1/15,Nisizu,Gold,23
Wheel Bearings,Germany,Public Sector,4/1/15,DIMAGO,Silver,105
Clutches,South East Asia,Public Sector,10/1/15,Nisizu,Gold,112
Ball Bearings,Japan,Automotive,1/1/15,Nisizu,Gold,21
Hybrid Motors,United Kingdom,Insurance,1/1/15,BDINC,Gold,21
Wheel Bearings,Western United States,Heavy Engineering,7/1/15,Nokemi,Gold,5
Belt drives,Germany,Manufacturing,4/1/15,Nisizu,Gold,8
Alternators,Western United States,Heavy Engineering,1/1/15,BERLIN & DRIVE,Silver,86
Ball Bearings,Western United States,Heavy Engineering,4/1/15,BERLIN & DRIVE,Gold,102
Ball Bearings,Western United States,High Tech,7/1/15,Nisizu,Gold,20
Wheel Bearings,United Kingdom,Retail,10/1/15,Nokemi,Silver,4
Wheel Bearings,United Kingdom,Retail,1/1/15,Nokemi,Gold,96
Ball Bearings,Western United States,Defense,10/1/15,Nisizu,Gold,18
Rotor Screws,Western United States,Media,1/1/15,Nisizu,Gold,4
Wheel Bearings,Italy,Defense,4/1/15,Nokemi,Gold,0
Ball Bearings,Italy,Defense,4/1/15,Nisizu,Silver,1
Hybrid Motors,Italy,Defense,7/1/15,Nokemi,Gold,4
Wheel Bearings,Italy,Trucking,7/1/15,Nisizu,Gold,7
Wheel Bearings,Italy,Trucking,10/1/15,Nisizu,Gold,105
Ball Bearings,Italy,Trucking,1/1/15,Nisizu,Silver,81
Ball Bearings,Italy,Trucking,4/1/15,Nisizu,Gold,99
Wheel Bearings,Italy,Trucking,10/1/15,Nokemi,Silver,7
Ball Bearings,Italy,Trucking,7/1/15,Nisizu,Gold,14
Brake Pads,Italy,Media,10/1/15,Nisizu,Gold,18
Brake Pads,Italy,Media,1/1/15,Nisizu,Gold,4
Hybrid Motors,Italy,Retail,1/1/15,Nokemi,Silver,9
Ball Bearings,Italy,Defense,4/1/15,Nisizu,Gold,6
Brakes,Italy,Media,4/1/15,Nokemi,Gold,14
Ball Bearings,Italy,Media,7/1/15,Nokemi,Gold,0
Brake Pads,Italy,Manufacturing,7/1/15,DIMAGO,Gold,101
Ball Bearings,Italy,Manufacturing,10/1/15,DIMAGO,Gold,118
Belt drives,Italy,Healthcare,7/1/15,Nisizu,Gold,1
Brakes,Italy,Manufacturing,10/1/15,Nokemi,Silver,6
Ball Bearings,Italy,Media,1/1/15,Nokemi,Gold,3
Wiper Gears,Italy,High Tech,10/1/15,Nisizu,Gold,5
Ball Bearings,Italy,High Tech,4/1/15,Nokemi,Silver,19
Brakes,Italy,Trucking,7/1/15,Nokemi,Gold,6
Wheel Bearings,Italy,Defense,10/1/15,Nokemi,Silver,29
Wheel Bearings,Italy,Banking,1/1/15,Nokemi,Silver,117
Rotor Screws,Italy,Oil and Gas,1/1/15,Nisizu,Silver,104
Clutches,Italy,Oil and Gas,4/1/15,Nisizu,Silver,59
Wheel Bearings,Italy,Life Sciences,4/1/15,Nokemi,Gold,20
Lift Supports,Italy,Life Sciences,7/1/15,Nokemi,Silver,11
Wheel Bearings,Italy,Life Sciences,10/1/15,Nokemi,Gold,8
Ball Bearings,Italy,Life Sciences,7/1/15,Nisizu,Gold,4
Ball Bearings,Italy,Life Sciences,1/1/15,Nokemi,Silver,116
Brake Pads,Italy,Consumer Products,4/1/15,BDINC,Gold,2
Ball Bearings,Italy,Consumer Products,7/1/15,BDINC,Gold,13
Clutches,Italy,Consumer Products,10/1/15,BDINC,Gold,113
Brakes,Italy,Automotive,4/1/15,Nokemi,Gold,17
Wheel Bearings,Italy,Automotive,7/1/15,Nokemi,Gold,36
Lift Supports,Italy,Industrial Machinery and Components,10/1/15,Nisizu,Gold,8
Clutches,Italy,Industrial Machinery and Components,1/1/15,Nisizu,Gold,6
Clutches,Italy,Industrial Machinery and Components,10/1/15,Nokemi,Gold,12
Clutches,Italy,Industrial Machinery and Components,1/1/15,Nokemi,Gold,90
Rotor Screws,Italy,Wholesale Distribution,4/1/15,Nisizu,Gold,8
Wheel Bearings,Italy,Industrial Machinery and Components,1/1/15,DIMAGO,Silver,3
Wheel Bearings,Italy,Industrial Machinery and Components,4/1/15,Nokemi,Gold,5
Wheel Bearings,Italy,Wholesale Distribution,7/1/15,Nokemi,Silver,88
Wheel Bearings,Italy,Wholesale Distribution,10/1/15,Nokemi,Gold,14
Wiper Gears,Italy,Banking,7/1/15,Nisizu,Gold,27
Rotor Screws,Germany,Automotive,1/1/15,Nokemi,Gold,13
Rotor Screws,Germany,Automotive,4/1/15,Nokemi,Gold,107
Brakes,Italy,Consumer Products,1/1/15,BDINC,Gold,20
Brakes,Italy,Consumer Products,4/1/15,BDINC,Gold,25
Brakes,Italy,Public Sector,7/1/15,Nokemi,Gold,26
Ball Bearings,Italy,Public Sector,7/1/15,BDINC,Gold,111
Hybrid Motors,United Kingdom,Manufacturing,10/1/15,Nokemi,Gold,5
Alternators,United Kingdom,Manufacturing,1/1/15,Nokemi,Gold,88
Planetary Gears,United Kingdom,Banking,10/1/15,Nisizu,Gold,13
Alternators,United Kingdom,Insurance,1/1/15,Nisizu,Gold,25
Wheel Bearings,United Kingdom,Life Sciences,4/1/15,Nokemi,Silver,3
Ball Bearings,United Kingdom,Life Sciences,7/1/15,Nokemi,Gold,30
Clutches,Italy,Banking,4/1/15,Nisizu,Gold,68
Hybrid Motors,Italy,Industrial Machinery and Components,10/1/15,Nokemi,Silver,0
Brakes,Italy,Life Sciences,1/1/15,APPLIC IND,Gold,86
Ball Bearings,Italy,Life Sciences,1/1/15,Nokemi,Gold,6
Rotor Screws,United Kingdom,Insurance,4/1/15,Nokemi,Gold,31
Brakes,United Kingdom,Heavy Engineering,7/1/15,Nokemi,Gold,16
Ball Bearings,Africa,Retail,7/1/15,Nisizu,Silver,22
Wiper Gears,Africa,Retail,10/1/15,Nisizu,Gold,4
Wiper Gears,Africa,Retail,1/1/15,Nisizu,Gold,0
Wiper Gears,Latin America,Public Sector,4/1/15,Nisizu,Gold,22
Wheel Bearings,Japan,Automotive,10/1/15,Nokemi,Gold,26
Clutches,Germany,Manufacturing,7/1/15,Nisizu,Gold,7
Ball Bearings,Japan,Automotive,10/1/15,Nisizu,Silver,5
Ball Bearings,South East Asia,Banking,10/1/15,BDINC,Gold,109
Ball Bearings,South East Asia,Banking,1/1/15,BDINC,Gold,106
Clutches,South East Asia,Banking,4/1/15,BDINC,Silver,98
Clutches,South East Asia,Banking,7/1/15,BDINC,Gold,139
Planetary Gears,South East Asia,Banking,10/1/15,BDINC,Gold,86
Planetary Gears,South East Asia,Banking,1/1/15,BDINC,Gold,93
Clutches,South East Asia,Banking,4/1/15,BDINC,Silver,12
Ball Bearings,South East Asia,Banking,1/1/15,Nisizu,Gold,19
Clutches,South East Asia,Banking,4/1/15,Nisizu,Silver,4
Planetary Gears,South East Asia,Banking,7/1/15,Nisizu,Silver,12
Hybrid Motors,Japan,Wholesale Distribution,1/1/15,Nokemi,Gold,5
Alternators,Brazil,Consumer Products,4/1/15,Nokemi,Silver,10
Ball Bearings,Western United States,Media,7/1/15,Nokemi,Gold,2
Planetary Gears,Western United States,Media,10/1/15,Nisizu,Silver,13
Planetary Gears,Western United States,Media,1/1/15,Nisizu,Gold,9
Ball Bearings,Western United States,Media,7/1/15,BERLIN & DRIVE,Silver,93
Brake Pads,Western United States,Media,10/1/15,Nokemi,Gold,97
Ball Bearings,Western United States,Media,1/1/15,Nokemi,Gold,98
Wheel Bearings,Western United States,Media,4/1/15,Nokemi,Gold,101
Alternators,Germany,Defense,7/1/15,Nokemi,Silver,0
Wiper Gears,Western United States,Chemicals,4/1/15,Nisizu,Gold,10
Ball Bearings,Western United States,Chemicals,10/1/15,Nokemi,Gold,0
Ball Bearings,Western United States,Chemicals,7/1/15,Nisizu,Gold,13
Belt drives,Western United States,Chemicals,10/1/15,Nisizu,Gold,8
Ball Bearings,Western United States,Chemicals,1/1/15,Nisizu,Gold,89
Alternators,Western United States,Chemicals,4/1/15,Nisizu,Silver,8
Lift Supports,Western United States,Chemicals,4/1/15,APPLIC IND,Silver,17
Lift Supports,Western United States,Chemicals,1/1/15,Nokemi,Gold,106
Hybrid Motors,Western United States,Chemicals,4/1/15,Nokemi,Gold,9
Wheel Bearings,Western United States,Chemicals,4/1/15,DIMAGO,Gold,9
Ball Bearings,Western United States,Chemicals,7/1/15,Nokemi,Silver,6
Ball Bearings,Western United States,Chemicals,7/1/15,Nisizu,Gold,11
Planetary Gears,Germany,Consumer Products,10/1/15,Nokemi,Gold,10
Lift Supports,Germany,Consumer Products,1/1/15,Nokemi,Gold,10
Alternators,Germany,Consumer Products,10/1/15,Nisizu,Silver,30
Ball Bearings,Germany,Consumer Products,1/1/15,Nisizu,Silver,0
Wiper Gears,Germany,Consumer Products,4/1/15,Nisizu,Gold,0
Lift Supports,Germany,Consumer Products,4/1/15,Nokemi,Silver,7
Ball Bearings,Germany,Consumer Products,7/1/15,Nokemi,Gold,13
Wheel Bearings,Africa,Utilities,7/1/15,Nisizu,Gold,8
Wiper Gears,Africa,Utilities,10/1/15,Nisizu,Gold,11
Clutches,Africa,Utilities,1/1/15,Nisizu,Silver,24
Planetary Gears,Africa,Utilities,4/1/15,Nisizu,Silver,16
Lift Supports,Germany,Consumer Products,10/1/15,Nokemi,Silver,10
Rotor Screws,Germany,Consumer Products,7/1/15,Nisizu,Silver,106
Hybrid Motors,Germany,Consumer Products,10/1/15,Nisizu,Gold,95
Ball Bearings,Germany,Consumer Products,1/1/15,Nisizu,Gold,115
Ball Bearings,Germany,Consumer Products,1/1/15,Nokemi,Silver,3
Ball Bearings,Germany,Consumer Products,4/1/15,Nisizu,Silver,7
Ball Bearings,Germany,Consumer Products,7/1/15,Nisizu,Silver,11
Ball Bearings,Germany,Consumer Products,10/1/15,Nisizu,Gold,14
Wiper Gears,Germany,Life Sciences,7/1/15,DIMAGO,Silver,6
Ball Bearings,Germany,Life Sciences,10/1/15,DIMAGO,Gold,9
Clutches,Germany,Life Sciences,1/1/15,DIMAGO,Gold,5
Wiper Gears,Germany,Life Sciences,4/1/15,Nokemi,Silver,14
Ball Bearings,Germany,Life Sciences,7/1/15,Nokemi,Gold,23
Wheel Bearings,Germany,Life Sciences,10/1/15,Nokemi,Gold,11
Wheel Bearings,Germany,Life Sciences,1/1/15,Nokemi,Gold,110
Wheel Bearings,Germany,Life Sciences,4/1/15,Nokemi,Gold,1
Wheel Bearings,Germany,Life Sciences,4/1/15,DIMAGO,Silver,75
Wiper Gears,Germany,Life Sciences,7/1/15,DIMAGO,Silver,88
Ball Bearings,Germany,Life Sciences,10/1/15,DIMAGO,Gold,103
Ball Bearings,Germany,Life Sciences,7/1/15,Nokemi,Gold,104
Wiper Gears,Germany,Life Sciences,10/1/15,Nokemi,Silver,1
Belt drives,Germany,Life Sciences,1/1/15,Nisizu,Gold,5
Belt drives,Germany,Life Sciences,4/1/15,Nisizu,Gold,23
Wheel Bearings,Germany,Life Sciences,1/1/15,DIMAGO,Gold,22
Wheel Bearings,Germany,Life Sciences,1/1/15,Nokemi,Silver,14
Clutches,Germany,Life Sciences,4/1/15,Nokemi,Gold,15
Ball Bearings,Germany,Life Sciences,7/1/15,Nokemi,Gold,14
Wheel Bearings,Germany,Industrial Machinery and Components,10/1/15,Nokemi,Gold,17
Clutches,Germany,Industrial Machinery and Components,1/1/15,Nokemi,Gold,76
Lift Supports,Germany,Automotive,4/1/15,Nokemi,Gold,12
Hybrid Motors,Germany,Automotive,7/1/15,Nokemi,Silver,11
Clutches,South East Asia,Automotive,7/1/15,Nisizu,Gold,1
Wheel Bearings,Middle East,Defense,7/1/15,BDINC,Gold,19
Brakes,France,Trucking,10/1/15,Nokemi,Gold,6
Belt drives,Germany,Media,10/1/15,Nisizu,Silver,39
Wheel Bearings,Italy,Trucking,1/1/15,Nokemi,Gold,87
Belt drives,Germany,Industrial Machinery and Components,1/1/15,Nisizu,Gold,94
Wheel Bearings,Italy,Consumer Products,4/1/15,Nokemi,Gold,113
Hybrid Motors,Italy,Consumer Products,7/1/15,Nokemi,Gold,0
Clutches,Italy,Consumer Products,4/1/15,DIMAGO,Gold,4
Wheel Bearings,Italy,Consumer Products,7/1/15,DIMAGO,Silver,64
Brake Pads,Italy,Consumer Products,10/1/15,DIMAGO,Silver,22
Hybrid Motors,Italy,Consumer Products,1/1/15,DIMAGO,Gold,14
Alternators,Italy,Consumer Products,4/1/15,DIMAGO,Silver,16
Ball Bearings,Italy,Consumer Products,7/1/15,DIMAGO,Gold,6
Clutches,Italy,Consumer Products,10/1/15,DIMAGO,Gold,11
Planetary Gears,Italy,Consumer Products,1/1/15,DIMAGO,Gold,0
Wheel Bearings,Italy,Consumer Products,4/1/15,Nisizu,Gold,17
Brake Pads,Italy,Consumer Products,7/1/15,Nisizu,Gold,4
Hybrid Motors,Italy,Consumer Products,10/1/15,Nisizu,Gold,4
Alternators,Italy,Consumer Products,1/1/15,Nisizu,Silver,8
Ball Bearings,Italy,Consumer Products,4/1/15,Nisizu,Silver,0
Clutches,Italy,Consumer Products,7/1/15,Nisizu,Silver,8
Planetary Gears,Italy,Consumer Products,10/1/15,Nisizu,Silver,12
Wheel Bearings,Italy,Consumer Products,4/1/15,DIMAGO,Gold,15
Brake Pads,Italy,Consumer Products,7/1/15,DIMAGO,Gold,10
Hybrid Motors,Italy,Consumer Products,10/1/15,DIMAGO,Silver,5
Alternators,Italy,Consumer Products,1/1/15,DIMAGO,Gold,20
Ball Bearings,Italy,Consumer Products,4/1/15,DIMAGO,Gold,10
Clutches,Italy,Consumer Products,7/1/15,DIMAGO,Gold,17
Planetary Gears,Italy,Consumer Products,10/1/15,DIMAGO,Gold,7
Wheel Bearings,Italy,Consumer Products,1/1/15,DIMAGO,Gold,104
Brake Pads,Italy,Consumer Products,4/1/15,DIMAGO,Gold,83
Hybrid Motors,Italy,Consumer Products,7/1/15,DIMAGO,Silver,92
Alternators,Italy,Consumer Products,10/1/15,DIMAGO,Gold,113
Ball Bearings,Italy,Consumer Products,1/1/15,DIMAGO,Gold,95
Clutches,Italy,Consumer Products,4/1/15,DIMAGO,Silver,106
Planetary Gears,Italy,Consumer Products,7/1/15,DIMAGO,Gold,97
Alternators,India,Utilities,1/1/15,Nisizu,Silver,14
Wheel Bearings,India,Chemicals,4/1/15,Nisizu,Gold,1
Planetary Gears,India,Chemicals,7/1/15,Nisizu,Gold,4
Hybrid Motors,France,Industrial Machinery and Components,10/1/15,Nokemi,Silver,8
Wheel Bearings,France,Industrial Machinery and Components,1/1/15,Nokemi,Gold,0
Clutches,France,Industrial Machinery and Components,10/1/15,Nisizu,Gold,4
Ball Bearings,Latin America,Media,4/1/15,Nokemi,Gold,10
Ball Bearings,Latin America,Banking,1/1/15,Nisizu,Gold,91
Wheel Bearings,Latin America,Banking,7/1/15,Nokemi,Gold,18
Lift Supports,Latin America,Banking,10/1/15,Nokemi,Gold,11
Wheel Bearings,Latin America,Banking,1/1/15,Nokemi,Silver,109
Brake Pads,Western United States,Retail,4/1/15,Nisizu,Gold,2
Clutches,Western United States,Retail,7/1/15,Nisizu,Gold,16
Brake Pads,Western United States,Retail,10/1/15,Nisizu,Silver,4
Clutches,Western United States,Retail,1/1/15,Nisizu,Gold,12
Wheel Bearings,Western United States,Retail,10/1/15,DIMAGO,Gold,104
Wheel Bearings,Italy,Retail,4/1/15,Nisizu,Gold,100
Ball Bearings,Italy,Retail,7/1/15,Nisizu,Gold,85
Lift Supports,Latin America,Banking,4/1/15,Nokemi,Gold,1
Rotor Screws,Latin America,Banking,10/1/15,Nisizu,Gold,13
Wiper Gears,Western United States,Consumer Products,1/1/15,DIMAGO,Gold,20
Lift Supports,Western United States,Consumer Products,1/1/15,Nisizu,Gold,113
Planetary Gears,Western United States,Consumer Products,4/1/15,Nisizu,Silver,95
Ball Bearings,Latin America,Heavy Engineering,7/1/15,Nisizu,Silver,20
Brakes,France,Healthcare,4/1/15,DIMAGO,Gold,105
Alternators,Latin America,Media,7/1/15,Nokemi,Gold,18
Clutches,Western United States,Manufacturing,10/1/15,BDINC,Silver,6
Brakes,France,Public Sector,10/1/15,Nokemi,Gold,123
Wheel Bearings,France,Healthcare,1/1/15,Nokemi,Gold,33
Brakes,France,Healthcare,4/1/15,Nokemi,Gold,127
Brakes,France,Healthcare,7/1/15,Nokemi,Gold,15
Brakes,France,Healthcare,10/1/15,Nokemi,Gold,0
Brakes,France,Healthcare,1/1/15,Nokemi,Gold,13
Brakes,France,Healthcare,4/1/15,Nokemi,Gold,94
Brakes,France,Healthcare,7/1/15,Nokemi,Gold,112
Planetary Gears,Germany,Defense,10/1/15,Nisizu,Gold,0
Planetary Gears,Germany,Defense,1/1/15,Nisizu,Gold,110
Planetary Gears,Latin America,Defense,4/1/15,Nisizu,Silver,6
Wheel Bearings,Western United States,Media,10/1/15,Nokemi,Gold,8
Brakes,France,Healthcare,1/1/15,Nokemi,Gold,1
Wheel Bearings,France,Healthcare,4/1/15,Nokemi,Silver,1
Rotor Screws,India,Banking,7/1/15,Nisizu,Silver,17
Belt drives,South East Asia,Consumer Products,10/1/15,Nisizu,Gold,8
Wiper Gears,Brazil,Banking,7/1/15,Nokemi,Gold,16
Wheel Bearings,Western United States,Healthcare,10/1/15,Nokemi,Gold,30
Brakes,Western United States,Healthcare,1/1/15,Nokemi,Silver,14
Wheel Bearings,United Kingdom,Manufacturing,4/1/15,Nokemi,Gold,113
Alternators,Brazil,Public Sector,1/1/15,Nisizu,Silver,10
Brakes,Brazil,Public Sector,10/1/15,BERLIN & DRIVE,Silver,50
Wheel Bearings,Brazil,Public Sector,1/1/15,BERLIN & DRIVE,Silver,6
Wheel Bearings,Brazil,Public Sector,7/1/15,Nokemi,Silver,16
Brakes,France,Healthcare,10/1/15,Nokemi,Gold,10
Wheel Bearings,France,Media,4/1/15,BERLIN & DRIVE,Gold,107
Brakes,Brazil,Retail,4/1/15,Nisizu,Silver,120
Hybrid Motors,Brazil,Retail,7/1/15,Nisizu,Gold,97
Ball Bearings,Brazil,Retail,10/1/15,Nisizu,Gold,94
Clutches,Brazil,Retail,1/1/15,Nisizu,Silver,122
Planetary Gears,Brazil,Retail,4/1/15,Nisizu,Gold,90
Ball Bearings,Brazil,Retail,7/1/15,Nisizu,Silver,90
Lift Supports,South East Asia,Media,1/1/15,Nokemi,Silver,8
Planetary Gears,South East Asia,Media,4/1/15,Nokemi,Gold,3
Ball Bearings,South East Asia,Media,7/1/15,Nokemi,Silver,21
Planetary Gears,South East Asia,Media,10/1/15,Nokemi,Gold,11
Lift Supports,South East Asia,Media,1/1/15,Nokemi,Gold,16
Alternators,Brazil,Wholesale Distribution,10/1/15,Nisizu,Gold,8
Wheel Bearings,Brazil,Wholesale Distribution,7/1/15,BERLIN & DRIVE,Gold,11
Planetary Gears,Germany,Retail,1/1/15,Nisizu,Gold,19
Lift Supports,France,Retail,4/1/15,Nokemi,Gold,5
Lift Supports,France,Retail,7/1/15,Nokemi,Silver,19
Ball Bearings,Latin America,Consumer Products,4/1/15,Nisizu,Silver,16
Ball Bearings,Latin America,Consumer Products,7/1/15,Nisizu,Gold,108
Hybrid Motors,Germany,Consumer Products,10/1/15,Nokemi,Gold,8
Ball Bearings,Germany,Consumer Products,1/1/15,Nokemi,Silver,116
Rotor Screws,Italy,Consumer Products,10/1/15,Nisizu,Gold,111
Wheel Bearings,Western United States,Media,4/1/15,Nokemi,Silver,10
Wheel Bearings,Latin America,Insurance,7/1/15,Nokemi,Gold,30
Ball Bearings,Latin America,Defense,1/1/15,Nisizu,Silver,112
Ball Bearings,Latin America,Defense,10/1/15,Nokemi,Gold,9
Brakes,Latin America,Public Sector,1/1/15,Nokemi,Gold,11
Brakes,Latin America,Public Sector,4/1/15,Nokemi,Gold,13
Wheel Bearings,Latin America,Public Sector,1/1/15,BDINC,Gold,10
Alternators,Latin America,Public Sector,4/1/15,BDINC,Silver,6
Wheel Bearings,Latin America,Public Sector,7/1/15,BDINC,Gold,4
Alternators,Latin America,Public Sector,10/1/15,BDINC,Gold,89
Brakes,Latin America,Wholesale Distribution,7/1/15,Nokemi,Gold,25
Brakes,Latin America,Wholesale Distribution,10/1/15,Nokemi,Gold,97
Wheel Bearings,Latin America,Chemicals,1/1/15,Nokemi,Gold,17
Brake Pads,Latin America,Chemicals,4/1/15,Nokemi,Gold,25
Hybrid Motors,Latin America,Chemicals,7/1/15,Nokemi,Gold,7
Lift Supports,Latin America,Chemicals,10/1/15,Nokemi,Silver,4
Ball Bearings,Latin America,Chemicals,1/1/15,Nokemi,Silver,25
Clutches,Latin America,Chemicals,4/1/15,Nokemi,Gold,15
Wheel Bearings,Latin America,Chemicals,7/1/15,Nokemi,Silver,1
Alternators,Latin America,Chemicals,10/1/15,Nokemi,Silver,13
Clutches,Germany,Chemicals,4/1/15,Nisizu,Gold,102
Brake Pads,India,Consumer Products,7/1/15,Nisizu,Gold,13
Alternators,South East Asia,Chemicals,10/1/15,Nisizu,Gold,5
Alternators,India,Industrial Machinery and Components,1/1/15,Nokemi,Gold,21
Ball Bearings,Latin America,Defense,4/1/15,Nokemi,Gold,97
Brake Pads,Middle East,Oil and Gas,1/1/15,Nisizu,Gold,10
Hybrid Motors,Middle East,Trucking,7/1/15,Nokemi,Gold,4
Lift Supports,Middle East,Trucking,10/1/15,Nokemi,Silver,17
Wheel Bearings,Middle East,Consumer Products,1/1/15,Nokemi,Gold,95
Ball Bearings,Italy,Wholesale Distribution,4/1/15,Nokemi,Silver,6
Brakes,Italy,Wholesale Distribution,4/1/15,Nisizu,Silver,68
Ball Bearings,Italy,Wholesale Distribution,7/1/15,Nisizu,Gold,85
Brakes,Italy,Wholesale Distribution,10/1/15,Nisizu,Silver,1
Ball Bearings,Italy,Wholesale Distribution,1/1/15,Nisizu,Gold,4
Wheel Bearings,Latin America,Consumer Products,7/1/15,Nokemi,Silver,22
Wheel Bearings,Western United States,Banking,10/1/15,Nokemi,Gold,5
Wheel Bearings,Western United States,Banking,1/1/15,Nokemi,Gold,14
Ball Bearings,Latin America,Media,4/1/15,Nokemi,Gold,118
Brake Pads,France,Consumer Products,7/1/15,Nokemi,Gold,5
Lift Supports,Germany,Defense,10/1/15,Nokemi,Gold,12
Lift Supports,Germany,Defense,1/1/15,Nokemi,Silver,4
