text,label
"இது தொடர்பாக இந்திய ஏற்றுமதி நிறுவனங்களின் கூட்டமைப்பின் நிர்வாக இயக்குநர் அஜய் சஹாய் கூறுகையில், இந்திய ஏற்றுமதி துறைக்கு இது மிகவும் கவலையளிக்கக் கூடியது. இதனால் மெல்ல மெல்ல ஏற்றுமதிக்கான மானியம் நிறுத்தப்படும் என்கிற அச்சம் உள்ளது என்றார்.",business
"படப்பிடிப்பு தொடங்கப்படும் நாளன்று, இப்படம் குறித்த அதிகாரப்பூர்வ அறிவிப்பை வெளியிடத் திட்டமிட்டு இருக்கிறார்கள்.",tamil-cinema
சர்வதேச தீர்ப்பாயத்துக்கு செல்லும் முன்பாகவே இப்பிரச்சினையை தீர்த்துக் கொள்ள தமிழக அரசு விரும்புவதாக மாநில அரசு அதிகாரிகள் தெரிவித்தனர். மேலும் இந்தப் பிரச்சினைக்கு விரைவில் தீர்வு காண விரும்புவதாகவும் கூறினர்.,business
"குழந்தை பாக்கியம் கிட்டும். வீடு மாறுவீர்கள். பாதியில் நின்ற வீடு கட்டும் பணியை தொடங்க வங்கிக் கடன் உதவி கிடைக்கும். அடிவயிற்றில் வலி இருந்ததே! அடிக்கடி இருமிக் கொண்டும் இருந்தீர்களே! இனி ஆரோக்கியம் கூடும். குடும்பத்திலிருந்து வந்த கூச்சல், குழப்பம் விலகும். விட்டுக் கொடுக்கும் இயல்பு வரும்.",spirituality
2009 - 2014-ம் ஆண்டுகள் வரைக்கான தமிழ் திரைப்படங்களுக்கான விருதுகளை தமிழக அரசு அறிவித்துள்ளது. இது தொடர்பாக தயாரிப்பாளர் சங்கத் தலைவர் விஷால் பத்திரிகையாளர்களைச் சந்தித்தார்.,tamil-cinema
தமிழ் சினிமாவுக்கு மட்டுமல்ல இந்தியா சினிமாவுக்கே முன்னுதாரணமாக இருப்பவர் கமல் சார். அவருடைய கருத்துக்கள் சில சர்ச்சைக்குரியதாக இருக்கலாம். அது அவருடைய தனிப்பட்ட கருத்துக்கள். சுதந்தரமாக கருத்துக்களை பதிவு செய்வது என்பது நமது நாட்டில் மட்டுமல்ல அனைத்து நாடுகளிலும் இருக்கிறது.,tamil-cinema
நோக்கியா பிராண்டை வாங்கியுள்ள ஹெச்எம்டி குளோபல் நிறுவனம் அடுத்த மூன்று ஆண்டுகளுக்குள் இந்தியாவின் முன்னணி ஸ்மார்ட் போன் பிராண்டாக நோக்கியாவை உருவாக்க திட்டமிட்டுள்ளது.,business
" மாவட்ட நிர்வாகத்திடம் முறைப்படி அனுமதி பெறாமல், விதிகளை மீறி 7 காட்சிகள் திரையிட்ட திரையரங்குகள் மீது நடவடிக்கை எடுக்கப்படும் என்று அதிகாரிகள் கூறியுள்ளனர்.",tamil-cinema
திரைப்பட இயக்குநர் பி.ஆர்.தேவராஜ் சாலை விபத்தில் சிக்கி உயிரிழந்தார். அவருக்கு வயது 62.,tamil-cinema
முதல்வராக ஓபிஎஸ் நீடிக்க வேண்டும்: கவுதமி விருப்பம்,tamil-cinema
பரிகாரம்: குலதெய்வத்தை பூஜித்து வணங்க குடும்ப பிரச்சனை தீரும். கடன் கட்டுக்குள் இருக்கும்.,spirituality
 ரஞ்சித் தயாரிப்பில் மாரி செல்வராஜ் இயக்கியுள்ள 'பரியேறும் பெருமாள்' படத்தின் ஃபர்ஸ்ட் லுக் இணையத்தில் வெளியிடப்பட்டுள்ளது.,tamil-cinema
"நிதி நிலைமை சிறப்பாக இருந்தால்தான், இதற்கு அதிக நேரம் ஒதுக்க முடியும். அதே சமயத்தில் இரண்டு தவறான வங்கிகளை இணைக்கும் பட்சத்தில் பிரச்சினை இரு மடங்காக அதிகரிக்கும். இணைப்பில் இதுபோல நடக்காமலும் இருக்க வேண்டும்.",business
'துப்பாக்கி முனை' தொடர் படப்பிடிப்பு நடைபெற்று வருகிறது. நாயகி யார் என்பதை படக்குழு இன்னும் அறிவிக்கவில்லை. ,tamil-cinema
"அனுமன் கொண்ட கோபத்திலும் நியாயம் இருப்பதை உணர்ந்தார் ராமபிரான். இங்கு பிரதிஷ்டை செய்யப்பட்டுள்ள 107 சிவலிங்கங்களை வழிபட்டாலும், 108-வது சிவலிங்கமான ஹனுமந்த லிங்கத்தை வழிபட்ட பின்னர், அம்பாளை வழிபட்டால்தான் முழுப் பலன் கிட்டும்; தோஷம் நீங்கப்பெறும் என்றார்.",spirituality
# நீங்கள் எந்த வழியில் செல்ல விரும்புகிறீர்கள் என்பதைத் தேர்வு செய்யும் திறன் உங்களுக்கு உள்ளது.,business
மொபைல் இண்டர்நெட் டேட்டா டவுன்லோடு வேகத்தில் ரிலையன்ஸ் ஜியோ நிறுவனம் நவம்பர் மாதமும் முதலிடம் பிடித்து சாதனை படைத்துள்ளது.,business
மணிரத்னம் இயக்கும் படத்தில் நடிப்பதற்காக விமானி ஆவதற்கான அடிப்படைகளை கற்றுக் கொண்டு வருகிறார் கார்த்தி.,tamil-cinema
ஜோதிடம் அறிவோம்! 3: இதுதான்...இப்படித்தான்..!செவ்வாய் தோஷ பயமே வேண்டாம்!,spirituality
சந்தானம் நடிப்பில் வெளியான 'தில்லுக்கு துட்டு' படத்தின் 2-ம் பாகத்திற்கான பேச்சுவார்த்தை தொடங்கப்பட்டுள்ளது.,tamil-cinema
"தொழில் வியாபாரத்தில் பணத்தேவை ஏற்படலாம். கடன் விவகாரங்களில் கவனமாக செயல்படுவது நல்லது. உத்தியோகத்தில் இருப்பவர்கள் ஓய்வு இல்லாமல் பணியாற்ற வேண்டி இருக்கும். இயந்திரம், நெருப்பு, ஆயுதத்தை பயன்படுத்துவோர் மிகவும் கவனமாக இருப்பது அவசியம்.",spirituality
தெலுங்கில் பெரும் வரவேற்பைப் பெற்ற '100% லவ்' படத்தின் தமிழ் ரீமேக் படப்பிடிப்பு சென்னையில் இன்று (அக்டோபர் 11) முதல் தொடங்கப்பட்டுள்ளது.,tamil-cinema
"ஆளுநர் பொறுப்புக்காக இத்தகைய ஒருவரை தேர்ந்தெடுக்க இருவரை எதிர் நோக்கி ஜனாதிபதி உமர், மதீனாவில் தமது இல்லத்தில் காத்திருந்தார்.",spirituality
சிவா இயக்கத்தில் அஜித் நடித்திருக்கும் 'விவேகம்' பெரும் எதிர்பார்ப்புக்கு இடையே ஆகஸ்ட் 24-ம் தேதி வெளியானது. தமிழகத்தில் கலவையான விமர்சனங்களுக்கு இடையே வசூல் சாதனையை நிகழ்த்தி வருகிறது.,tamil-cinema
"அறிமுக சலுகையாக ஒரு வழி பயணத்திட்டத்துக்கு பயணக்கட்டணம் ரூ.1,949 லிருந்து ரூ.3,099 வரை நிர்ணயிக்கப்பட்டுள்ளது. இந்த 4 நான்கு புதிய வழித்தடங்களிலும் பாம்பர்டியர் கியூ400 என்ற வகை விமானத்தை ஸ்பைஸ்ஜெட் நிறுவனம் பயன்படுத்த இருக்கிறது.",business
இந்த காரின் உற்பத்தி நிறுத்தப்பட்டு விட்டதாக டாடா மோட்டார்ஸ் அறிவித்துவிட்டது. இதற்குப் பதிலாக ஹெக்ஸா மாடல் கார்கள் உற்பத்தி செய்யப்பட்டு விற்பனைக்கு வரும்.,business
" விவசாயிகளுக்கு நஷ்டம் ஏற்படாமல் இருக்க, விவசாயத்தை ஒரு வியாபாரமாக நடத்த வேண்டுமென மைக்ரோசாப்ட் நிறுவன தலைவர் பில் கேட்ஸ் விசாகப்பட்டினத்தில் நடந்த சர்வதேச விவசாய கருத்தரங்கில் கூறினார். ",business
மற்றவருடன் பிணியுடன் இருப்பதைவிட தனியாக ஆரோக்கியமாக இருப்பதே சிறந்தது.,business
ஒளிமயமான வாழ்க்கைக்கு தீபமேற்றி வழிபடுவோம்!,spirituality
கடந்த 1-ம் தேதி இந்த உத்தரவை ரிசர்வ் வங்கி பிறப்பித்துள்ளது.,business
வாகனத் தயாரிப்பில் குறிப்பாக கொள்முதல் செய்வது மற்றும் பிற செலவினங்களைக் குறைக்க முடிவு செய்துள்ளது. நடப்பு நிதி ஆண்டில் சிக்கன நடவடிக்கை மூலம் ஆயிரம் கோடி ரூபாயை மிச்சப்படுத்த திட்டமிட்டுள்ளதாக நிறுவனத்தின் வர்த்தக வாகன பிரிவின் தலைவர் கிரிஷ் வாஹ் தெரிவித்துள்ளார்.,business
"என்னோடு எப்போதும் துணை நிற்கும் என் குடும்பத்துக்கு நன்றி. நான் சிறந்த மகளாகவோ, தோழியாகவோ இருந்ததில்லை. இனி சற்று நிதானித்துப் போகிறேன். சில காலங்களுக்கு புதிய படங்களை ஒப்புக்கொள்ளப் போவதில்லை. எனக்கு உறுதுணையாய் இருக்கும் அனைவருக்கும் நன்றி""” என்று கூறியிருக்கிறார் சமந்தா.",tamil-cinema
"'பாகுபலி' படத்துக்குக் கிடைத்த மாபெரும் வரவேற்பைத் தொடர்ந்து, 'பாகுபலி 2'க்கு பெரும் எதிர்பார்ப்பு உருவாகியுள்ளது. அனுஷ்கா பாத்திரத்தின் பின்னணி என்ன? கட்டப்பா ஏன் பாகுபலியைக் கொன்றார்? உள்ளிட்ட பல கேள்விகளுக்கு 'பாகுபலி தி கன்க்ளூஷன்'-ல் விடை தெரியவிருக்கிறது.",tamil-cinema
இந்த நிலையில் அபிசார வேள்வி ஒன்றை நடத்தினான். அந்த வேள்வியின் ஹோமத் தீயில் இருந்து ஜுரதேவதை வெளிப்பட்டாள். இந்திரலோகத்துக்குச் சென்றாள்; அங்கேயிருந்த தேவர்கள் சிலருக்கு வெப்பு நோய் வந்தது; சிலரை வைசூரி தாக்கியது; சிலர் ஜுரம் வந்து அவதிப்பட்டனர். இன்னும் பலர் அம்மை வந்து படுத்தபடுக்கையானார்கள்.,spirituality
திடீரென்று தனது ட்விட்டர் பக்கத்தில் இன்னும் சில காலத்துக்கு புதிய படங்கள் எதையும் ஒப்புக் கொள்ளப் போவதில்லை என்று அறிவித்திருக்கிறார்.,tamil-cinema
பாலாஜி தரணிதரன் இயக்கத்தில் நீண்ட நாட்களாக தணிக்கை பிரச்சினையிலிருந்த 'ஒரு பக்க கதை' படத்துக்கு 'யு' சான்றிதழ் வழங்கியுள்ளார்கள்.,tamil-cinema
ஆனால் வரும் ஆண்டில் இத்தகைய கார்களில் சில வசதி படைத்தவர் களின் கார் ஷெட்டுகளில் இடம்பெறக் கூடும்.,business
இசையமைப்பாளர் ஏ.ஆர்.ரஹ்மான் பல்வேறு பெருநகரங்களிலும் தனது இசை நிகழ்ச்சியை நடத்தி வருகிறார். அந்த வகையில் தலைநகர் டெல்லியில் அவர் நடத்தவுள்ள நிகழ்ச்சியில் நடிகர் ரஜினிகாந்தும் கலந்து கொண்டு பாடல் பாடுகிறார்.,tamil-cinema
''தற்போதைய நிலைப்படி கர்நாடகா உள்பட ஆறு மாநிலங்கள் எலெக்ட்ரானிக் வே ரசீதை அமல்படுத்துவதற்கு தயாராக இருக்கின்றன. சில மாநிலங்கள் இதை உடனடியாக அமல்படுத்தப்படவேண்டும் என்று கோரிக்கை வைப்பதாக’’ மத்திய அரசின் மூத்த அதிகாரி ஒருவர் தெரிவித்தார்.,business
"2018 மாடலாக இது வெளி வந்தாலும், இம்மாத இறுதியிலிருந்தே இந்த மோட்டார் சைக்கிளை பெறலாம். இதன் விற்பனையக விலை ரூ. 6.5 லட்சமாகும்.",business
சபைகளுக்கும் இக்கோயிலில் குறைவில்லை. அவை மொத்தம் ஐந்து. மூலவர் குடி கொண்ட இடம் கனக சபை. கனகம் என்றாலே பொன்தான். ஆனாலும் பராந்தகச் சோழ மன்னனால் பொற்கூரை வேயப்பட்டதால் பொன்னம்பலம் என்று அழைக்கப்படுகிறது.,spirituality
"# இதயங்களில் உங்களது பெயரை செதுக்குங்கள், கல்லறை பளிங்கு கற்களில் அல்ல.",business
திருத்தலம் அறிமுகம்: குகையில் வளரும் கனலே,spirituality
இருசக்கர வாகன சந்தை சுருங்கி வரும் நிலையில் உற்பத்திச் செலவைக் குறைக்கும் நோக்கில் இரு நிறுவனங் களும் இணைந்து ஸ்கூட்டர்களைத் தயாரிக்க உள்ளன. முதல்கட்டமாக தெற்கு ஜப்பானில் உள்ள ஹோண்டா ஆலையில் யமஹா நிறுவனத்தின் 50 சிசி திறன் கொண்ட ஸ்கூட்டர்களைத் தயாரிக்க முடிவு செய்யப்பட்டுள்ளது.,business
ஹன்சிகா மீது அவருடைய மேனேஜர் நடிகர் சங்கத்தில் புகார் கொடுத்துள்ளார்.,tamil-cinema
"அதாவது, பேராரவாரம் செய்கின்ற பிறவித் துன்பம் கெடுவதற்காக, நாம் விரும்பி வழிபடும் தீர்த்தன். தில்லைச் சிற்றம்பலத்தில் தீயேந்தி ஆடுகின்ற கூத்தபிரான். இந்த விண்ணையும் மண்ணையும் நம் எல்லோரையும் விளையாட்டாகவே காத்தும், படைத்தும், கவர்ந்தும் வருபவன்.",spirituality
"மார்கழி மாத நட்சத்திர பலன்கள்- 'ரோகிணி', 'மிருகசீரிஷம்', 'திருவாதிரை'",spirituality
"'நாச்சியார்' படத்தைத் தொடர்ந்து நடிகை ஜோதிகா, மணிரத்னத்தின் பெயரிடப்படாத அடுத்த படத்தில் நடிக்க உள்ளார்.",tamil-cinema
"ஏற்கெனவே முதலீடு செய்திருக்கும் முதலீட்டாளர்கள், உரிமை பங்குகள் மூலம் மேலும் முதலீடு செய்வதற்கு வாய்ப்பு வழங்கப்படும். இந்த அடிப்படையில் இந்த முதலீடு நடந் திருக்கிறது.",business
"மூன்றாவது நண்பரோ மற்ற இருவரின் கருத்தை மறுத்தார். துறவி அமைதியாகக் குன்றின் மேல் நிற்பதாகவும், அசையாமல் கண்களை மூடிப் பிரார்த்தனையில் இருப்பதாகவும் கூறினார்.",spirituality
"ஆடம்ஸ், எம்.எஸ்.பாஸ்கர், பிரதீப் நாயர், சந்திரமௌலி, முத்துராமன் ஆகியோர் சரியான தேர்வு. செல்லத்துரையின் ஒளிப்பதிவும், வித்யாசாகரின் பின்னணி இசையும் படத்துக்கு கூடுதல் பலம் சேர்க்கின்றன. ராஜாமுகமது அச்சுக்கு புஜ்ஜுக்கு பாடலுக்கு கத்தரி போட்டிருக்கலாம்.",tamil-cinema
இந்த அனுமதி மூலம் பிஎஸ்என்எல் நிறுவனம் தனது தொலைத் தொடர்பு கோபுர கட்டமைப்புகளை தனியாக பிரித்து துணை நிறுவனத்தை உருவாக்க உள்ளது.,business
"இந்தப் பிரிவில் ஒவ்வொரு நாட்டிலும் விரல் விட்டு எண்ணக் கூடிய நிறுவனங்களே உள்ளன. இந்தியாவில் டாடா குழுமம் போல சீனாவைச் சேர்ந்த லெஷி இன்டர்நெட் இன்பர்மேஷன் அண்ட் டெக்னாலஜி எனும் நிறுவனம் ஸ்மார்ட்போன், டிவி உள்ளிட்டவை தயாரித்து வந்த நிலையில் தற்போது சூப்பர் காரைத் தயாரித்துள்ளது.",business
மறக்க முடியாத சினிமாவை தந்திருக்கிறீர்கள் என்று 'வேலைக்காரன்' படம் குறித்து மோகன் ராஜாவுக்கு விக்னேஷ் சிவன் வாழ்த்து தெரிவித்திருக்கிறார்.,tamil-cinema
"திருடனுக்கு விடுதலை கிடைத்தது. திருடன், ஜென் குருவுக்குப் பின்னாலேயே வந்தான். “என்னிடம் தற்போதைக்கு எதுவும் இல்லை. சில நாட்கள் கழித்து வா” என்றார் ஜென்குரு.",spirituality
இறுதியில் வரும் நீளமான வசனக் காட்சிக்கு மிகவும் சிரமப்பட்டீர்களா?,tamil-cinema
"இப்படத்தைப் பார்த்த தணிக்கைக் குழு அதிகாரிகள், 'யு' சான்றிதழ் அளிக்கவே மிகவும் சந்தோஷமடைந்துள்ளது படக்குழு. அதனைத் தொடர்ந்து டிசம்பர் 22-ம் தேதி வெளியீடு என்று திரையரங்குகள் ஒப்பந்த பட்டியலோடு அறிவித்திருக்கிறது படக்குழு.",tamil-cinema
"1856-ம் ஆண்டு முதல் 1915-ம் ஆண்டு வரை வாழ்ந்த புக்கர் டி வாஷிங்டன் அமெரிக்க கல்வியாளர், சீர்திருத்தவாதி, எழுத்தாளர் மற்றும் பேச்சாளர். ஆப்பிரிக்க அமெரிக்க சமூகத்தின் அதிகாரமிக்கத் தலைவராக விளங்கினார். மேலும், அமெரிக்க அதிபர்களுக்கான ஆலோசகராகவும் பணியாற்றியுள்ளார். ",business
"அன்பிற்கினிய சகோதரர், தலைவர் திரு. நாசர் அவர்களுக்கு வணக்கங்களுடன் உங்கள் பொன்வண்ணன்.",tamil-cinema
"'மாலை நேரத்து மயக்கம்' படத்தை இயக்கி முடித்துவிட்டு, உடல் எடையைக் குறைக்கும் முயற்சிகளில் இறங்கினார் கீதாஞ்சலி. இதனால் எந்தவொரு பொதுநிகழ்ச்சியிலும் கலந்து கொள்ளாமல் இருந்தார்.",tamil-cinema
"பண்டிதர்களிடம் ஒருவரின் கோத்திரம், நட்சத்திரம், பெயர் உள்ளிட்டவற்றைக் கூறி, இன்ன மாதத்தில், இன்ன திதியில் குறிப்பிட்ட பூஜையைச் செய்கிறேன் என இறைவனைப் பிரார்த்திப்பது. இதன் மூலம் செய்த பாவங்களை மன்னித்து அருள, கிருஷ்ணா நதியிடம் வேண்டிக்கொள்ள வேண்டும்.",spirituality
39 வயதுக்காரர் ஒருவரை சந்திக்கிறீர்கள். இன்னும் எத்தனை வருடம் அவர் உயிரோடு இருப்பார் என்று நினைக்கிறீர்கள்?,business
"குறிப்பாக ரிலையன்ஸ் இண்டஸ்ட்ரீஸ் நிறுவனத்தின் சந்தை மதிப்பு ரூ.22,533 கோடி சரிந்து ரூ.5,77,751 கோடியாக இருக்கிறது. இதனை தொடர்ந்து ஓஎன்ஜிசி நிறுவனத்தின் சந்தை மதிப்பும் ரூ.12,704 கோடி சரிந்து ரூ.2,30,549 கோடியாக இருக்கிறது. பாரத ஸ்டேட் வங்கியின் சந்தை மதிப்பு ரூ.8,114 கோடி சரிந்து முடிந்தது.",business
எதார்த்தமானவர் விருது: ஆரவ் மற்றும் பிந்துமாதவி,tamil-cinema
முத்துப் போன்ற புன்னகை உடையவளே! இன்னுமா விடியவில்லை? என்கிறாளாம் தோழி. ,spirituality
மாணவர்கள் கவன தடுமாற்றம் ஏற்படாமல் பாடங்களை படிப்பது நல்லது. பொறுப்புகள் கூடும்.,spirituality
"ஒரே இடத்தில் இரு அம்மன்களின் தரிசனமும், அருளும் கிடைக்கும் திருத்தலம் முத்தியால்பேட்டை முத்தாலம்மன் கோயில். நாடி வரும் பக்தர்களுக்கு வேண்டிய வரமளிக்கும் இந்த இரு அம்மன்களின் அருளைப் பெற காஞ்சிபுரம் மாவட்டத்தைத் தாண்டியும் பக்தர்கள் பலர் வந்தவண்ணம் உள்ளனர்.",spirituality
"இந்திய பங்குச்சந்தைகள் இரண்டாவது நாளாக இன்றும் புதிய உச்சத்தை தொட்டன. . இன்றை காலை நேர வர்த்தகத்தில், சென்செக்ஸ் 35,476 புள்ளிகளை கடந்தது. அதுபோலவே தேசிய பங்குச்சந்தையில் நிப்டி 10,887 புள்ளிகளை தொட்டது.",business
"ஸ்வீட் ஸ்டாலுக்குச் சென்று, ஏதேனும் வாங்கும் போது, அதன் ஒரு துண்டைக் கொடுப்பார்கள். அதைச் சாப்பிட்டுப் பார்த்து வாங்கினால்தான் நமக்கு நிம்மதி; நிறைவு. இந்த அகண்ட உலகில், எல்லாவற்றுக்கும் ‘சாம்பிள்’ தேவையாய் இருக்கிறது.",spirituality
"இத்தகைய வசதியை இந்த ஆண்டே தங்களது கார்களில் அறிமுகம் செய்யப் போவதாக ஜெனரல் மோட்டார்ஸ், கொரி யாவைச் சேர்ந்த கியா மோட்டார்ஸ் நிறு வனங்கள் அறிவித்துள்ளன. பார்க்கிங் கட்டணத்தை செலுத்தும் வசதியை தனது கார்களில் அறிமுகப்படுத்த ஃபோக்ஸ் வேகன் தீவிரம் காட்டி வருகிறது.",business
"இந்த ஆன்மிகப் பயணம் முடிந்ததும், வழக்கமாக வருடம்தோறும் மேற்கொள்ளும் முழு உடல் பரிசோதனைக்காக அமெரிக்கா செல்கிறார். இதற்கிடையில், அனைத்து மாவட்ட நிர்வாகிகள் நியமனப் பணிகளையும் மேற்பார்வையிட இருக்கிறார் ரஜினி.",tamil-cinema
தற்போது உச்ச நீதிமன்றம் சமீபத்தில் மத்திய அரசுக்கு ஒரு உத்தரவை பிறப்பித்துள்ளது. அதில் இந்நிறுவனம் தெரிவிக்கும் கருத்துகளைக் கேட்டு அதன் அடிப்படையில் முடிவெடுக்குமாறு பரிந்துரைத்துள்ளது.,business
லாண்டரி சென்று புதிய துணி அதிலும் சாயம் போகலாம் என்று கருதும் துணிகளை டிரை வாஷ் கொடுப்பது வழக்கம். தலைப்பைப் பார்த்தவுடன் தினசரி ஆபிசுக்குப் போகும்போது துணியால் காரைத் துடைப்போமே அதுதான் டிரை வாஷ் என்று நினைக்க வேண்டாம்.,business
ஆலை மற்றும் உதிரி பாகங்கள் சப்ளை செய்யும் நிறுவனங்களிலும் பசுமை சூழ் நிலையைப் பராமரிக்க நடவடிக்கை எடுத்து வருவதாகக் கூறுகிறார் நிறுவனத்தின் சமூக பொறுப்புணர்வு பிரிவின் பொதுமேலாளர் ரஞ்ஜித் சிங்.,business
"ஆகாயம் போல மனசு, பால் போல் நிறத்தில் சட்டை என்று உதாரணங்களைச் சொல்லியும் பேசியும் பழகிவிட்டோமே!",spirituality
'இரும்புத்திரை' படத்தின் இறுதிகட்டப் பணிகள் தீவிரமாக நடைபெற்று வருகிறது. சமீபத்தில் இப்படத்தின் முதல் பிரதியைப் பார்த்த படக்குழு மிகவும் சந்தோஷத்தில் இருக்கிறது.,tamil-cinema
"24.12.17 ஞாயிற்றுக்கிழமை. தில்லையம்பதி என்று போற்றப்படும் சிதம்பரம் திருத்தலத்தில். ஆருத்ரா தரிசன விழா விமரிசையாக நடைபெறும். அனைத்து சிவன் கோயில்களிலும் ஆருத்ரா தரிசனம் நடந்தாலும், சிதம்பரத்தில் விமரிசையாக நடைபெறும். திருவாதிரை எனப்படும் ஆருத்ரா தரிசன விழா, கொடியேற்றத்துடன் தொடங்குகிறது.",spirituality
பழங்கால மோட்டார் சைக்கிளில் நீண்ட தொலைவு பயணித்ததற்காக 1965-ம் ஆண்டு தயாரான பிஎம்டபிள்யூ ஆஎஸ்ஓ மோட்டார் சைக்கிள் தேர்ந்தெடுக்கப்பட்டது.,business
"சேர, சோழ, பாண்டிய, பல்லவ, விஜயநகர அரசுகளால் அவர்கள் ஆண்ட காலங்களில் மானியங்கள் வழங்கப்பட்டன. இம்மன்னர் ஆட்சி காலங்களில் கோயில் புனரமைப்புகளும் நிகழ்ந்துள்ளன.",spirituality
பெண்களுக்கு உங்களது ஆலோசனையை கேட்டு சிலர் வரலாம். உங்களது செயல்கள் மூலம் மதிப்பு கூடும். பணவரத்து திருப்திதரும்.,spirituality
"சிவா இயக்கத்தில் அஜித், காஜல் அகர்வால், விவேக் ஓபராய், அக்‌ஷரா ஹாசான் உள்ளிட்ட பலர் நடிப்பில் வெளியாகி இருக்கும் படம் 'விவேகம்'. இப்படத்தின் படப்பிடிப்பு செர்பியா உள்ளிட்ட பல வெளிநாடுகளில் நடைபெற்றது.",tamil-cinema
மேடிசன் ஸ்போர்ட்ஸ் குழுமத்தின் இயக்குநர் பொறுப்பில் இருந்தவர். இன்ச்கேப் நிறுவனத்தின் பொறுப்புகள் அல்லாத இயக்குநர் பொறுப்பில் இருந்தவர்.,business
"ஞானி கன்ஃபூசியஸ் தன் மாணவர்களிடம், “நான் உங்களுக்கு அறிவைப் பற்றிக் கற்பிக்கப் போகிறேன். உங்களுக்கு எது தெரியுமோ, அதைத் தெரியும் என்று சொல்லுங்கள். உங்களுக்கு எது தெரியாதோ அதைத் தெரியாது என்று சொல்லுங்கள். அப்போதுதான் நீங்கள் உண்மையிலேயே அறிவார்ந்தவர்களாக விளங்குவீர்கள்” என்று சொல்வார்.",spirituality
"காதல் எனும் அஸ்திரத்தை மீண்டும் ஆயுதமாகப் பயன்படுத்தி இருக்கிறார் இயக்குநர் மணிரத்னம். ஆனால், அது வழக்கமும் பழக்கமுமான பாதையிலேயே பயணிப்பதால் புத்தம் புதுசா என்று சொல்லும்படி எதுவும் இல்லை.",tamil-cinema
புத்தாண்டை முன்னிட்டு சி.வி.குமார் தயாரிப்பில் உருவாகியுள்ள 'டைட்டானிக் - காதலும் கவுந்து போகும்' படத்தின் ஃபர்ஸ்ட் லுக்கை வெளியிட்டுள்ளது படக்குழு.,tamil-cinema
நுகர்வோர் பணவீக்கம் 4 சதவீத அளவுக்குக் கட்டுப்படுத்த ரிசர்வ் வங்கி நிர்ணயித்த இலக்கைக் கடந்து தற்போது பணவீக்கம் உயர்ந்துள்ளது குறிப்பிடத்தக்கது. சர்வதேச சந்தையில் கச்சா எண்ணெய் விலை ஏற்றம் உணவுப் பொருள் விலை உயர்வில் எதிரொலித்தது. ,business
இந்த மாடல் நிறுவனத்தின் ஓசூர் ஆலையில் தயாராகிறது. பிஎம்டபிள்யூ நிறுவனத்துடன் இணைந்து விரைவில் புதிய மாடல்கள் அறிமுகமாகும். அப்பாச்சி ஆர்ஆர் 310 மாடலில் விற்பனையக விலை ரூ.2.05 லட்சத்திலிருந்து தொடங்கும் என்றும் கூறினார்.,business
"பரதன் இயக்கத்தில் விஜய், கீர்த்தி சுரேஷ் நடித்திருக்கும் 'பைரவா' பொங்கல் வெளியீடாக திரைக்கு வரவிருக்கிறது. பொங்கல் வெளியீடு என்பதை நீண்ட நாட்களுக்கு முன்பாகவே படக்குழு தெரிவித்தது. தற்போது இப்படத்தின் இறுதிகட்ட பணிகள் தீவிரமாக நடைபெற்று வருகிறது. டிசம்பர் 23ம் தேதி இசை வெளியீடு நடைபெற உள்ளது.",tamil-cinema
மித்ரன் இயக்கத்தில் விஷால் நடித்துள்ள 'இரும்புத்திரை' மார்ச் 29-ம் தேதி வெளியாகும் என அதிகாரப்பூர்வமாக அறிவிக்கப்பட்டுள்ளது.,tamil-cinema
"இந்த ஏற்றம் இரண்டாவது நாளாக இன்றும் தொடர்ந்தது. இன்றை காலை நேர வர்த்தகத்தில், சென்செக்ஸ் 35,476 புள்ளிகளை கடந்தது. அதுபோலவே தேசிய பங்குச்சந்தையில் நிப்டி 10,887 புள்ளிகளை தொட்டது. ",business
"18ம் நூற்றாண்டில் வாழ்ந்த இசை மேதை. வெறும் மேதை என்றால் அது தவறு. மிகப் பெரிய மகான். சோழ தேசத்தில், திருவாரூர் எனும் புண்ணிய க்ஷேத்திரத்தில், ராம பக்தரான ராமபிரம்மம் சீதாம்மா தம்பதிக்குப் பிறந்தார் தியாகய்யர்!",spirituality
தியாகபிரம்மத்தின் திறனும் ஞானமும் தஞ்சாவூரை ஆட்சி செய்த சரபோஜி ராஜாவின் காதில் விழாமல் இருக்குமா? அரசவைக்கு அழைத்தார். ‘மன்னரின் புகழ் பாடுங்கள். ஏராளமான செல்வங்களைப் பெற்றுச் செல்லுங்கள்’ என்றார்கள்.,spirituality
முன்னணி ஸ்மார்ட்போன் இடத்தை பிடிக்க நோக்கியா தீவிரம்,business
வில்லை உன் கட்டுரைகள் பண்டே உன் வாயறிதும்,spirituality
மணிரத்னம் இயக்கத்தில் அடுத்து உருவாகவுள்ள படத்தில் யாரெல்லாம் நடிக்கவுள்ளார்கள் என்பதை படக்குழு அதிகாரபூர்வமாக அறிவித்துள்ளது.,tamil-cinema
